timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-19T14:47:05,codecarbon,dca2585e-e0d1-4396-b4cc-884698551bc2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,44.36208909200002,9.248821978875104e-05,2.084848159358433e-06,42.5,71.75553519603864,19.8605375289917,0.0005237179547597235,0.0008820095944959997,0.0002446984003285135,0.0016504259495842366,France,FRA,,,,Linux-6.1.85+-x86_64-with-glibc2.35,3.10.12,2.7.4,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA L4,,,52.96143341064453,machine,N,1.0
