timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-19T14:57:52,codecarbon,1f62ccc3-62aa-42cb-89eb-b87eebbbbdf7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.796444810000025,7.453045834671398e-06,1.2857960489528692e-06,42.5,20.253765155856016,19.86054039001465,6.842980193333262e-05,3.2602526082000077e-05,3.196515292956991e-05,0.0001329974809449026,France,FRA,,,,Linux-6.1.85+-x86_64-with-glibc2.35,3.10.12,2.7.4,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA L4,,,52.96144104003906,machine,N,1.0
