timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-19T00:11:40,codecarbon,ebc7bf9e-ed0c-41d2-8074-a293b0f4b7b3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,47.4518357689999,9.9012217264755e-05,2.086583493771579e-06,42.5,73.39858482133671,19.86054039001465,0.000560193922321522,0.0009449363115039966,0.00026171459325481774,0.0017668448270803366,France,FRA,,,,Linux-6.1.85+-x86_64-with-glibc2.35,3.10.12,2.7.4,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA L4,,,52.96144104003906,machine,N,1.0
