timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-19T01:22:34,codecarbon,b335d682-4b83-4fc5-ade6-e854359486ad,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2428.915443246,0.0050593758868153,2.0829773637793054e-06,42.5,59.70584077990854,19.86054039001465,0.0286746403098138,0.04821106495771,0.0133974169654815,0.0902831222330055,France,FRA,,,,Linux-6.1.85+-x86_64-with-glibc2.35,3.10.12,2.7.4,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA L4,,,52.96144104003906,machine,N,1.0
2024-11-19T01:55:10,codecarbon,e75790e1-8699-4557-9f56-cf4c5ac353ab,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3931.574006068,0.008178401271287368,2.080184999357714e-06,42.5,33.298477409981686,19.86054039001465,0.04641432434314864,0.077841431439762,0.02168548641069338,0.14594124219360385,France,FRA,,,,Linux-6.1.85+-x86_64-with-glibc2.35,3.10.12,2.7.4,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA L4,,,52.96144104003906,machine,N,1.0
